-0.7,2.568,1.439,3.585
-0.94,1.21,2.924,3.212
-1.22,1.355,3.427,2.596
-1.46,1.268,2.931,2.864
-1.7,1.164,3.38,2.794
-2.18,1.121,3.238,3.202
-2.46,1.048,3.488,2.888
-2.7,1.204,3.469,2.907
-2.92,1.684,3.794,3.009
-3.16,2.292,3.672,2.741
-3.52,2.874,3.567,2.951
-3.88,2.359,3.689,2.903
-4.16,2.369,2.882,3.112
-4.36,2.882,0.981,4.119
-4.6,3.007,0.395,3.899
