-0.46,1.705,1.489,3.961
-0.7,1.693,2.472,3.255
-0.94,1.552,2.231,3.657
-1.22,1.644,3.042,3.026
-1.46,1.263,4.184,2.532
-1.7,1.266,3.501,3.387
-1.94,1.067,4.02,3.116
-2.46,1.128,4.503,1.753
-2.7,1.118,3.654,2.942
-2.92,1.897,3.737,3.143
-3.16,2.606,3.819,3.383
-3.64,2.73,3.69,3.378
-3.88,2.687,2.731,2.166
-4.16,3.301,0.881,4.346
