-1,2.868,1.139,3.885
-1.24,1.51,2.624,3.512
-1.52,1.655,3.127,2.896
-1.76,1.568,2.631,3.164
-2,1.564,3,3.094
-2.48,1.421,2.938,3.102
-2.76,1.348,3.188,3.188
-2.7,1.504,3.169,3.207
-2.62,1.984,3.494,3.309
-2.86,2.692,3.272,3.041
-3.22,3.174,3.267,3.251
-3.58,2.659,3.389,3.203
-3.86,2.769,2.382,3.412
-4.06,3.182,0.681,4.419
-4.3,3.307,0.095,4.199
