-1.44,2.11,2.324,3.812
-1.72,1.955,2.827,3.196
-1.96,1.868,2.331,3.464
-2.2,1.864,2.7,3.394
-2.42,2.384,3.094,3.609
-2.66,3.092,2.872,3.541
-2.68,2.221,2.538,3.802
-2.7,2.104,2.769,3.407
-2.96,1.848,2.088,3.488
-3.02,2.974,2.967,3.851
-3.38,2.959,3.089,3.503
-3.66,3.069,2.082,3.712
-3.86,3.582,0.281,4.719
